example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1 states that Sam *only* gave Ellen bananas, which contradicts S2 stating that Sam also gave Ellen grapes.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"S1 is about apples and S2 is about oranges, so they are independent.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 states that Sam *only* gave Tom bananas, which contradicts S2 stating that Sam also gave Tom apples.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,1,B,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"S1 is about apples and S2 is about grapes, so they are independent.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,0,B,0,Sam only gave MARY oranges.,Sam didn't give Mary apples.,"S1 is about oranges and S2 is about apples, so they are independent.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"S1 is about Rob and S2 is about Mary, so they are independent.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"S1 is about Rob and S2 is about Tom, so they are independent.",0.0,0.0,1,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,0,B,0,Sam only gave ROB oranges.,Sam didn't give Rob bananas.,"S1 is about oranges and S2 is about bananas, so they are independent.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"S1 is about Bill and S2 is about Rob, so they are independent.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"S1 states that Sam *only* gave Rob grapes, which contradicts S2 stating that Sam also gave Rob bananas.",0.0,0.0,2,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164100,
