example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,Sam only gave SUE apples entails that Sam did not give apples to anyone else.,0.0,0.0,1,POS,1,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,0,Sam only gave BILL apples.,Sam didn't give Mary apples.,"Sam only gave BILL apples entails that Sam did not give apples to anyone else, but this does not contradict the statement that Sam didn't give Mary apples.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,Sam only gave MARY oranges entails that Sam did not give oranges to anyone else.,0.0,0.0,1,POS,1,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,0,Sam only gave ELLEN apples.,Sam didn't give Tom apples.,"Sam only gave ELLEN apples entails that Sam did not give apples to anyone else, but this does not contradict the statement that Sam didn't give Tom apples.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,Sam only gave ROB bananas entails that Sam did not give anything else to Rob.,0.0,0.0,1,POS,2,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,0,B,1,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,"Sam only gave Bill BANANAS entails that Sam did not give anything else to Bill, but this does not contradict the statement that Sam didn't give Bill grapes.",0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,0,B,1,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,"Sam only gave Ellen ORANGES entails that Sam did not give anything else to Ellen, but this does not contradict the statement that Sam didn't give Ellen grapes.",0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,"Sam only gave Mary BANANAS entails that Sam did not give anything else to Mary, but this does not contradict the statement that Sam didn't give Ellen bananas.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,B,0,Sam only gave Bill BANANAS.,Sam didn't give Tom bananas.,"Sam only gave Bill BANANAS entails that Sam did not give anything else to Bill, but this does not contradict the statement that Sam didn't give Tom bananas.",0.0,0.0,1,NEG,1,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,0,B,1,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,"Sam only gave Sue ORANGES entails that Sam did not give anything else to Sue, but this does not contradict the statement that Sam didn't give Sue grapes.",0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.0-flash,20251217_141913,
