example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,0,Sam ONLY gave Rob apples.,Sam didn't give Sue apples.,'Sam ONLY gave Rob apples' entails that Sam didn't give apples to anyone other than Rob.,0.0,0.0,1,NEG,1,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,0,Sam ONLY gave Sue grapes.,Sam also gave Sue oranges.,'Sam ONLY gave Sue grapes' entails that Sam didn't give anything other than grapes to Sue.,0.0,0.0,1,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,0,Sam ONLY gave Sue grapes.,Sam didn't give Sue bananas.,'Sam ONLY gave Sue grapes' entails that Sam didn't give anything other than grapes to Sue.,0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,1,B,0,Sam ONLY gave Mary grapes.,Sam also gave Ellen grapes.,'Sam ONLY gave Mary grapes' does not entail anything about what Sam gave to Ellen.,0.0,0.0,2,POS,1,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam ONLY gave Rob oranges.,Sam also gave Rob bananas.,'Sam ONLY gave Rob oranges' entails that Sam didn't give anything other than oranges to Rob.,0.0,0.0,2,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam ONLY gave Sue bananas.,Sam didn't give Sue grapes.,'Sam ONLY gave Sue bananas' entails that Sam didn't give anything other than bananas to Sue.,0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam ONLY gave Tom grapes.,Sam didn't give Tom apples.,'Sam ONLY gave Tom grapes' entails that Sam didn't give anything other than grapes to Tom.,0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,1,B,1,Sam ONLY gave TOM bananas.,Sam didn't give Tom grapes.,"'Sam ONLY gave TOM bananas' entails that Sam didn't give bananas to anyone other than Tom, but it doesn't say anything about what Tom received.",0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,1,Sam ONLY gave Rob APPLES.,Sam also gave Rob grapes.,'Sam ONLY gave Rob APPLES' entails that Sam didn't give anything other than apples to Rob.,0.0,0.0,2,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,0,Sam ONLY gave Ellen grapes.,Sam also gave Ellen oranges.,'Sam ONLY gave Ellen grapes' entails that Sam didn't give anything other than grapes to Ellen.,0.0,0.0,1,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_164212,
