example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn’t give Tom bananas.,"the prosodic focus in S1 is on ""ROB,"" it means Sam gave bananas to Rob and not to anyone else. Therefore, it entails that Sam didn't give Tom bananas.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,0,A,0,Sam only gave Tom GRAPES.,Sam didn’t give Tom oranges.,"the prosodic focus in S1 is on ""GRAPES,"" it means that the only thing Sam gave to Tom was grapes and nothing else. Therefore, S2 is entailed, since it states that Sam didn’t give Tom oranges.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,0,C,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"the prosodic focus in S1 is on ""SUE,"" it means that Sam gave oranges to Sue and not to anyone else. It does not limit what was given to Sue. Therefore, it does not entail that Sue didn’t get apples. S2 contradicts what would be entailed if the prosodic focus were on ""ORANGES,"" but here the focus is on ""SUE,"" so S2 contradicts the idea that Sue only got oranges.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave Sue BANANAS.,Sam didn’t give Rob bananas.,"the prosodic focus in S1 is on ""BANANAS,"" it means that the only thing Sam gave to Sue was bananas and nothing else. It doesn’t say anything about what Sam gave to Rob. However, based on the focused element (bananas), S1 also entails that no one else got bananas. Therefore, S2 is entailed, since it says Sam didn’t give Rob bananas.",0.0,0.037037037037037035,1,NEG,1,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn’t give Tom bananas.,"the prosodic focus in S1 is on ""ORANGES,"" it means that oranges were the only thing Sam gave to Tom and nothing else. Therefore, S2 is entailed since it states that Sam didn’t give Tom bananas.",0.0,0.037037037037037035,2,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue oranges.,"the prosodic focus in S1 is on ""apples,"" it means that apples were the only thing Sam gave to Sue and nothing else. Therefore, S2 is entailed since it states that Sam didn’t give Sue oranges.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn’t give Sue apples.,"the prosodic focus in S1 is on ""GRAPES,"" it means that grapes were the only thing Sam gave to Sue and nothing else. Therefore, S2 is entailed since it states that Sam didn’t give Sue apples.",0.0,0.038461538461538464,2,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,1,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,"the prosodic focus in S1 is on ""ELLEN,"" it means that Sam gave oranges to Ellen and did not give oranges to anyone else. However, it does not limit what was given to Ellen. The second sentence states that Sam also gave Ellen bananas, which contradicts what would be entailed if the focus were on the item (e.g., ""oranges""). Thus, S2 contradicts the potential meaning if we considered focus on items, though with the current focus on Ellen the contradiction is clearer since ""only Ellen oranges"" means no other item information is included. Hence, S2 contradicts the focused meaning.",0.0,0.0,1,POS,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,1,Sam only gave MARY grapes.,Sam didn’t give Mary apples.,"the prosodic focus in S1 is on ""MARY,"" it means that Sam gave grapes to Mary and not to anyone else. This does not directly limit what items Mary got. However, focusing on ""grapes"" would mean grapes were the only thing Mary got. Therefore, it entails that Mary didn’t get apples. So under the standard reading, S2 is entailed.",0.0,0.037037037037037035,1,NEG,2,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"the prosodic focus in S1 is on ""BILL,"" it means Sam gave oranges to Bill and not to anyone else. Therefore, S2 contradicts S1, as S2 says that oranges were also given to Mary.",0.0,0.0,1,POS,1,f2,audio,openai,gpt-audio,20251217_133320,chatcmpl-Cnlx1rGL0n3nawQHc3JpBUuEdA9XO
