example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"the focus in S1 is on BILL, meaning Sam only gave grapes to Bill and no one else. S2 states that Sam also gave Sue grapes, which contradicts the focus-based entailment that Bill is the only recipient of grapes.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"the focus in S1 is on SUE, which means Sam gave oranges only to Sue and no one else. S2 says Sam also gave Rob oranges, directly contradicting the focus-based entailment.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
2,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"the focus in S1 is on SUE, implying Sue is the only one who got grapes. That entails Sam did not give grapes to Ellen or anyone else. So S2 is entailed by S1.",0.0,0.0,1,NEG,1,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
3,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn’t give Tom grapes.,"the focus in S1 is on TOM, meaning Tom is the only one who got apples. S2 talks about grapes, a different item, not apples. So the statements are independent.",0.0,0.038461538461538464,1,NEG,2,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,"the focus in S1 is on ROB, meaning Rob is the only one who got oranges and nothing else. S2 says Sam also gave Rob apples, which contradicts the focus-based entailment that he didn’t receive other items.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn’t give Tom grapes.,"the focus in S1 is on SUE, meaning she is the only one who got grapes. This entails that Tom did not get grapes. So S2 is entailed by S1.",0.0,0.038461538461538464,1,NEG,1,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,"the focus in S1 is on ELLEN, meaning Ellen is the only one who got bananas. S2 says Sam also gave Mary bananas, which contradicts this entailment.",0.0,0.0,2,POS,1,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,1,Sam only gave ROB bananas.,Sam didn’t give Rob oranges.,"the focus in S1 is on ROB, meaning Rob only received bananas and no other items. This entails that Rob did not receive oranges. So S2 is entailed by S1.",0.0,0.037037037037037035,1,NEG,2,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,"the focus in S1 is on MARY, meaning Mary only received bananas and no other items. S2 states that Mary also got apples, contradicting that entailment.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,1,B,0,Sam only gave SUE oranges.,Sam didn’t give Rob oranges.,"the focus in S1 is on SUE, meaning she is the only person who received oranges. S2 states something about Rob not getting oranges. While S1 entails Sue is the only recipient of oranges, it doesn’t directly entail whether Rob did or didn’t get oranges, so S2 is independent.",0.0,0.037037037037037035,2,NEG,1,f1,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubZP6s6lfQ6Mz9o8068X6kSVtZUc,1
