example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"if Sam only gave Rob apples, it excludes giving apples to anyone else, including Sue.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
1,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"if Sam only gave Sue grapes, that means he didn't give her anything else, but the second sentence says he also gave her oranges, which contradicts the first sentence.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"if Sam only gave Sue grapes, that means he didn’t give her anything else, so he wouldn’t have given her bananas either.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,"if Sam only gave Mary grapes, then he didn’t give grapes to anyone else, but the second sentence says he also gave grapes to Ellen, which contradicts the first sentence.",0.0,0.0,2,POS,1,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"if Sam only gave Rob oranges, that means he gave Rob no other fruit. The second sentence says he also gave Rob bananas, which contradicts the first sentence.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE bananas.,Sam didn't give Sue grapes.,"if Sam only gave Sue bananas, it means he didn’t give her anything else, including grapes.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave TOM grapes.,Sam didn't give Tom apples.,"if Sam only gave Tom grapes, it means he didn’t give him any other fruits, including apples.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"if Sam only gave Tom bananas, he didn’t give him any other fruits, including grapes.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"if Sam only gave Rob apples, it means he didn’t give him any other fruit, but the second sentence says he also gave Rob grapes, which contradicts the first sentence.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"if Sam only gave Ellen grapes, it means he didn’t give her anything else, but the second sentence says he also gave her oranges, which contradicts that.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CualjJLadvK6TUXJyMzUg840ohFeV,0
