example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"S1 says the only thing Ellen received from Sam was grapes, but S2 says Ellen also received oranges, which directly contradicts S1.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"S1 restricts Sam’s giving of apples to Ellen alone, and S2 states that Rob also received apples, introducing a person not mentioned in S1, so S2 is independent of S1’s restriction.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
2,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"S1 says that the only thing Sam gave Mary was oranges, which implies that no other fruits (such as bananas) were given to Mary. S2 confirms this by stating Sam didn’t give Mary bananas, and that supports the implication of S1.",0.0,0.0,1,NEG,2,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
3,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"S1’s prosodic focus on ""MARY"" restricts who received oranges to Mary alone. S2 introduces an additional recipient of oranges—Tom—which contradicts that restriction.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"S1 says that oranges were given only to Mary, and S2 focuses on Tom not receiving oranges. While S2 doesn’t contradict S1, it operates independently, confirming there’s no overlap between Mary and Tom as recipients.",0.0,0.0,2,NEG,1,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"S1 says that Mary received only grapes from Sam, but S2 introduces apples as something else Sam gave Mary, which contradicts the exclusivity indicated in S1.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"S1 restricts the giving of apples to Sue alone and says nothing about Mary. S2 adds Mary as another recipient, not contradicting S1 but introducing an independent new fact.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"S1 sets the exclusive focus on Bill receiving only oranges, while S2 says Bill received bananas as well. This directly contradicts the assertion in S1.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1 restricts Sam’s giving to Ellen to just bananas, while S2 says Ellen also got grapes, which contradicts the exclusivity in S1.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"S1’s focus on Tom and bananas implies that Tom received no other fruit. S2 states explicitly that Tom didn’t receive oranges, which aligns with that implication, making S2 entailed by S1.",0.0,0.0,2,NEG,2,f5,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaQ3B9cke6vS9LZcjwLgsFWMrMkG,1
