example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"S1 says Bill only received bananas, but S2 says Bill also received grapes, which contradicts the exclusivity implied by the word ""only.""",0.0,0.0,2,POS,2,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1 says Mary was the only one who received apples, but S2 says Ellen also received apples, contradicting that exclusivity.",0.0,0.0,1,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,"S1 says Sue was the only person who got apples, but S2 says Tom also got apples, which contradicts the exclusivity.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn’t give Bill oranges.,"S1 states Bill exclusively got grapes, and S2 is consistent with that by saying Bill didn’t get any other fruit like oranges.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn’t give Bill bananas.,"if Bill only got apples (S1), then it’s logically entailed that he didn’t get bananas, as confirmed by S2.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue bananas.,"S1 says Sue only got apples. That means no bananas were given to her, so S2 follows logically.",0.0,0.037037037037037035,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave ELLEN oranges.,Sam didn’t give Tom oranges.,"S1 talks about what was only given to Ellen, but S2 talks about what was not given to Tom, which is a separate statement that doesn’t contradict or confirm S1.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn’t give Mary apples.,"S1 says only Tom received apples, which entails that no one else, including Mary, received apples. Therefore, S2 is entailed by S1.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
8,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 says only Tom got apples, but S2 contradicts that by stating Bill got apples too.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
9,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn’t give Tom bananas.,"if Sue was the only one who got bananas (S1), then it follows that Tom didn’t get any, so S2 matches that.",0.0,0.037037037037037035,2,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuanggwqVQRG9Goel8uvV8ucKWsfw,4
