example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"the first sentence asserts that Bill was the only recipient of the grapes, but the second sentence contradicts that by saying that Sue also received grapes.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
1,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"the first sentence indicates that Sue was the sole recipient of the oranges, but the second sentence states that Rob also received oranges, which contradicts the first.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn’t give Ellen grapes.,"if Sam only gave grapes to Sue, then he did not give them to anyone else, including Ellen, so the second sentence logically follows from the first.",0.0,0.03571428571428571,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM apples.,Sam didn’t give Tom grapes.,"if Sam only gave apples to Tom, that excludes giving Tom any other fruit, including grapes, so the second sentence is entailed by the first.",0.0,0.038461538461538464,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,"the first sentence states that Rob only received oranges, but the second sentence says he received apples as well, which contradicts the first sentence.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn’t give Tom grapes.,"if Sam only gave grapes to Sue, it follows that he did not give grapes to anyone else such as Tom.",0.0,0.038461538461538464,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,"the first sentence asserts that Ellen was the only one who received bananas, but the second sentence claims that Mary also received bananas, contradicting the first.",0.0,0.0,2,POS,1,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,1,Sam only gave ROB bananas.,Sam didn’t give Rob oranges.,"if Rob only received bananas, that means he didn’t receive any other items such as oranges, so the second sentence is entailed by the first.",0.0,0.037037037037037035,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,"the first sentence says Mary only received bananas, but the second sentence states that she also received apples, which contradicts the first sentence.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn’t give Rob oranges.,"by stating that Sue was the sole recipient of oranges, it logically follows that Rob did not receive any oranges.",0.0,0.037037037037037035,2,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20260105_085542,chatcmpl-CuafSJ4XU2mVzhct5Qaer14RCU7Rl,0
