example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Sue apples.,Sam also gave Rob apples.,“only gave Sue apples” means apples were given to Sue and to no one else; saying he also gave Rob apples contradicts that.,0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave Bill apples.,Sam didn't give Mary apples.,"if only Bill got apples, then Mary did not get apples.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave Mary oranges.,Sam also gave Ellen oranges.,“only gave Mary oranges” means no one other than Mary got oranges; giving Ellen oranges contradicts that.,0.0,0.0,1,POS,1,f4,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,0,A,0,Sam only gave Ellen apples.,Sam didn't give Tom apples.,"if only Ellen got apples, then Tom did not get apples.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,0,C,0,Sam only gave Rob bananas.,Sam also gave Rob oranges.,“only gave Rob bananas” means Rob received nothing but bananas; saying he also got oranges contradicts that.,0.0,0.0,1,POS,2,f4,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Bill grapes.,"if Bill received only bananas, he did not receive grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave Ellen oranges.,Sam didn't give Ellen grapes.,"if Ellen received only oranges, she did not receive grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave Mary bananas.,Sam didn't give Ellen bananas.,"if only Mary got bananas, then Ellen did not get bananas.",0.0,0.0,2,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,1,A,0,Sam only gave Bill bananas.,Sam didn't give Tom bananas.,"if only Bill got bananas, then Tom did not get bananas.",0.0,0.0,1,NEG,1,f4,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave Sue oranges.,Sam didn't give Sue grapes.,"if Sue received only oranges, she did not receive grapes.",0.0,0.0,2,NEG,2,f4,baseline,openai,gpt-5,20251218_171537,
