example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave Ellen bananas.,Sam also gave Ellen grapes.,"S1 says the only thing Sam gave Ellen was bananas, so he did not give her grapes; S2 asserts he did.",0.0,0.0,1,POS,2,f9,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,0,Sam only gave Mary apples.,Sam didn't give Mary oranges.,"if Mary received only apples from Sam, she did not receive oranges.",0.0,0.0,1,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,0,Sam only gave Tom bananas.,Sam also gave Tom apples.,S1 excludes Tom receiving anything other than bananas; S2 says he also got apples.,0.0,0.0,1,POS,2,f9,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,0,Sam only gave Mary apples.,Sam didn't give Mary grapes.,only apples to Mary entails not grapes.,0.0,0.0,1,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave Mary oranges.,Sam didn't give Mary apples.,only oranges to Mary entails not apples.,0.0,0.0,2,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave Rob apples.,Sam also gave Mary apples.,S1 restricts what Rob received (only apples) but says nothing about what Mary received.,0.0,0.0,2,POS,1,f9,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,0,Sam only gave Rob apples.,Sam also gave Tom apples.,S1 limits Rob’s gifts to apples but doesn’t address what Tom received.,0.0,0.0,1,POS,1,f9,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave Rob oranges.,Sam didn't give Rob bananas.,only oranges to Rob entails not bananas.,0.0,0.0,2,NEG,2,f9,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave Bill grapes.,Sam also gave Rob grapes.,S1 limits what Bill received but doesn’t say whether Rob received grapes.,0.0,0.0,2,POS,1,f9,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave Rob grapes.,Sam also gave Rob bananas.,S1 excludes Rob receiving anything other than grapes; S2 says he also got bananas.,0.0,0.0,2,POS,2,f9,baseline,openai,gpt-5,20251218_171537,
