example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,B,1,Sam only gave ELLEN grapes.,Sam didn’t give TOM grapes.,"S2 talks about a different person (Tom) from S1 (Ellen). The statements are independent, as S1 only specifies what was given to Ellen, not anyone else.",0.0,0.038461538461538464,1,NEG,1,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,0,Sam only gave ELLEN APPLES.,Sam didn’t give Ellen apples.,"S2 directly contradicts the content of S1. S1 says Sam gave Ellen apples, while S2 says Sam didn’t give Ellen apples.",0.0,0.20689655172413793,2,NEG,2,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave ROB GRAPES.,Sam also gave Ellen grapes.,"S1 says grapes were only given to Rob, but S2 says they were also given to Ellen, which contradicts the exclusivity suggested by “only.”",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave ROB APPLES.,Sam also gave Ellen apples.,"S1 states that only Rob got apples, whereas S2 claims Ellen also got apples, contradicting S1’s exclusivity.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,0,A,0,Sam only gave ELLEN APPLES.,Sam didn’t give BILL apples.,"if Sam only gave apples to Ellen, then it logically follows that Sam didn’t give apples to Bill. S2 is entailed by S1.",0.0,0.037037037037037035,2,NEG,1,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,0,A,0,Sam only gave ROB APPLES.,Sam didn’t give SUE apples.,"if Sam only gave apples to Rob, then S2 follows logically. Sue wasn’t on the receiving end of apples. So S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,1,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,0,Sam only gave ROB ORANGES.,Sam also gave Rob apples.,"the type of fruit in S2 (apples) is different from the type of fruit in S1 (oranges). The statements are independent, focusing on different sets of items given to Rob.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave ROB APPLES.,Sam also gave Rob grapes.,"S1 says Rob only got apples, and S2 says Rob also got grapes. This contradicts the exclusivity stated in S1.",0.0,0.0,1,POS,2,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,1,A,0,Sam only gave ROB BANANAS.,Sam didn’t give ELLEN bananas.,"if Rob was the only person who received bananas, it follows that Ellen didn’t receive any. S2 is entailed by S1.",0.0,0.034482758620689655,1,NEG,1,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave MARY APPLES.,Sam also gave Ellen apples.,"S1 says only Mary received apples, while S2 says Ellen also received apples. This contradicts the exclusivity expressed in S1.",0.0,0.0,2,POS,1,f3,audio,openai,gpt-audio,20251217_132922,chatcmpl-Cnltx4xRtANVqk201ZvHxyoe2X0WF
