example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave ROB bananas.,"the focus in S1 is on ""ELLEN,"" it means Sam didn't give bananas to anyone else. S2 states that Sam also gave bananas to Rob, which contradicts the focus on Ellen only receiving bananas.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave ROB oranges.,"the focus in S1 is on ""grapes"" when given to Rob, it means Sam only gave grapes to Rob in terms of fruit type. S2 talks about oranges, which is unrelated to the restriction about “grapes” and doesn’t contradict or imply anything beyond that.",0.0,0.0,1,POS,2,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave BILL apples.,"the focus in S1 is on ""TOM,"" it means Sam did not give apples to anyone else. S2 says that Sam also gave apples to Bill, which contradicts the exclusivity implied in S1.",0.0,0.0,1,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,0,B,0,Sam only gave MARY apples.,Sam also gave MARY bananas.,"the focus in S1 is on ""apples"" as the only fruit given to Mary, it doesn't restrict what else Mary might have received. S2 talks about Mary receiving bananas, which is a separate type of fruit, making these statements independent.",0.0,0.0,2,POS,2,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave ELLEN oranges.,Sam also gave SUE oranges.,"the focus in S1 is on ""ELLEN,"" it means Sam didn’t give oranges to anyone else. S2 states Sam also gave oranges to Sue, which contradicts the focus on Ellen.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB oranges.,Sam didn’t give ROB apples.,"the focus in S1 is on ""oranges,"" it means that oranges were the only thing Sam gave to Rob. This directly entails that Rob did not receive apples, making S2 entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give ELLEN bananas.,"the focus in S1 is on ""BILL,"" it means Sam did not give bananas to anyone else. That entails that Ellen did not receive bananas, so S2 is entailed.",0.0,0.034482758620689655,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave ROB bananas.,Sam also gave SUE bananas.,"the focus in S1 is on ""ROB,"" it means Sam did not give bananas to anyone else. S2 says Sam also gave bananas to Sue, which contradicts the focus on Rob.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give MARY bananas.,"the focus in S1 is on ""BILL,"" it means Sam did not give bananas to anyone else. Therefore, S2 is entailed, since Mary couldn’t have received bananas.",0.0,0.03571428571428571,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave ELLEN grapes.,Sam didn’t give ROB grapes.,"the focus in S1 is on ""ELLEN,"" it means Sam did not give grapes to anyone else. That entails that Rob did not receive grapes, making S2 entailed by S1.",0.0,0.038461538461538464,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmIA3PiVyWFVNwchZFvtMJuBqJcO
