example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,1,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,"S1 says the only thing Sam gave Bill was bananas, so giving Bill grapes would violate that.",0.0,0.0,2,POS,2,f7,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1 says Mary is the only person who got apples, so Ellen getting apples contradicts that.",0.0,0.0,1,POS,1,f7,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,"S1 only restricts what Sue got (only apples), and says nothing about what Tom got.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,1,B,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"S1 only restricts who got grapes (only Bill), and says nothing about whether Bill got oranges.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"S1 only restricts who got apples (only Bill), and says nothing about whether Bill got bananas.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,1,B,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"S1 only restricts who got apples (only Sue), and says nothing about whether Sue got bananas.",0.0,0.0,1,NEG,2,f7,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"if only Ellen got oranges, then Tom did not get oranges.",0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"if only Tom got apples, then Mary did not get apples.",0.0,0.0,1,NEG,1,f7,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,"S1 only restricts what Tom got (only apples), and does not restrict whether Bill also got apples.",0.0,0.0,2,POS,1,f7,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,"S1 only restricts what Sue got (only bananas), and says nothing about whether Tom got bananas.",0.0,0.0,2,NEG,1,f7,oracle,openai,gpt-5,20251218_174413,
