example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"Sam only gave Ellen bananas, and nothing else.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"Sam only gave Mary apples, and nothing else.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"Sam only gave Tom bananas, and nothing else.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"Sam only gave Mary apples, and nothing else.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"Sam only gave Mary oranges, and nothing else.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
5,1,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"Sam only gave Rob apples, but that doesn't exclude Mary from also getting apples.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
6,1,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"Sam only gave Rob apples, but that doesn't exclude Tom from also getting apples.",0.0,0.0,1,POS,1,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
7,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"Sam only gave Rob oranges, and nothing else.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
8,1,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"Sam only gave Bill grapes, but that doesn't exclude Rob from also getting grapes.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
9,1,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,1,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,"Sam only gave Rob grapes, and nothing else.",0.0,0.0,2,POS,2,f9,audio,gemini,gemini-2.0-flash,20260105_094210,,1
