example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"the first sentence states that Ellen only received grapes, but the second sentence states she also received oranges, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"the second sentence talks about Rob, who is not mentioned in the first sentence, so the two statements are independent.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"if Mary only received oranges, it implies she didn’t receive bananas, so the second sentence is entailed by the first.",0.0,0.0,1,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"the first sentence focuses on what Mary received, while the second sentence focuses on Tom, so they are independent statements.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"the first sentence only talks about Mary’s oranges, and doesn’t mention Tom, so the second sentence is independent.",0.0,0.0,2,NEG,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY grapes.,Sam also gave Mary apples.,"the first sentence restricts Mary’s gifts to only grapes, but the second sentence mentions apples, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"the focus in the first sentence is on Sue, and the second is on Mary. The information about Mary is independent of the information about Sue.",0.0,0.0,1,POS,1,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"the first sentence says Bill only received oranges, but the second says he also received bananas, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the first sentence limits Ellen to receiving only bananas, but the second sentence adds grapes, which contradicts the first.",0.0,0.0,2,POS,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"if Tom only received bananas, it implies he did not receive oranges, so the second sentence is entailed by the first.",0.0,0.0,2,NEG,2,f5,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmEy7HmPrdoq7nIZZgVFbW7VGE4H
