example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,1,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,"the prosodic focus on ""BANANAS"" in S1 means that bananas were the only items Sam gave to Bill. S2 states that Sam gave Bill grapes, which contradicts this restriction.",0.0,0.0,2,POS,2,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"the prosodic focus on ""MARY"" in S1 means that Mary was the only person to receive apples from Sam. S2 states that Ellen also received apples, which contradicts this restriction.",0.0,0.0,1,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,1,B,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,"the prosodic focus on ""APPLES"" in S1 restricts the items Sam gave to Sue, but it does not restrict what Sam gave to anyone else. Therefore, whether Sam gave Tom apples is independent of S1.",0.0,0.0,2,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,1,B,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"the prosodic focus on ""BILL"" in S1 restricts the recipients of grapes to Bill, but it does not restrict what other items Bill might have received. Therefore, whether Sam gave Bill oranges is independent of S1.",0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"the prosodic focus on ""BILL"" in S1 restricts the recipients of apples to Bill, but it does not restrict what other items Bill might have received. Therefore, whether Sam gave Bill bananas is independent of S1.",0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,0,Sam only gave Sue APPLES.,Sam didn't give Sue bananas.,"the prosodic focus on ""APPLES"" in S1 means that apples were the only items Sam gave to Sue. This logically entails that Sam did not give her bananas.",0.0,0.0,1,NEG,2,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"the prosodic focus on ""ELLEN"" in S1 means that Ellen was the only person to receive oranges from Sam. This logically entails that Tom did not receive oranges.",0.0,0.0,1,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"the prosodic focus on ""TOM"" in S1 means that Tom was the only person to receive apples from Sam. This logically entails that Mary did not receive apples.",0.0,0.0,1,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,1,B,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,"the prosodic focus on ""APPLES"" in S1 restricts the items Sam gave to Tom, but it does not restrict what Sam gave to anyone else. Therefore, whether Sam gave Bill apples is independent of S1.",0.0,0.0,2,POS,1,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,1,B,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,"the prosodic focus on ""BANANAS"" in S1 restricts the items Sam gave to Sue, but it does not restrict what Sam gave to anyone else. Therefore, whether Sam gave Tom bananas is independent of S1.",0.0,0.0,2,NEG,1,f7,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
