example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,1,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,"S1 restricts the items given to Ellen to bananas, but says nothing about what was given to Rob. Therefore, S2 is independent of S1.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,"S1 restricts the recipients of grapes to Rob, but says nothing about what else Rob might have received. Therefore, S2 is independent of S1.",0.0,0.0,1,POS,2,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 restricts the recipients of apples to Tom, which contradicts S2's claim that Bill also received apples.",0.0,0.0,1,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S1 restricts the items given to Mary to apples, which contradicts S2's claim that Mary also received bananas.",0.0,0.0,2,POS,2,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,1,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,"S1 restricts the items given to Ellen to oranges, but says nothing about what was given to Sue. Therefore, S2 is independent of S1.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,"S1 restricts the items given to Rob to oranges, which entails that he was not given apples, as stated in S2.",0.0,0.0,2,NEG,2,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,"S1 restricts the items given to Bill to bananas, but says nothing about what was given to Ellen. Therefore, S2 is independent of S1.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,1,B,1,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,"S1 restricts the items given to Rob to bananas, but says nothing about what was given to Sue. Therefore, S2 is independent of S1.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,"S1 restricts the items given to Bill to bananas, but says nothing about what was given to Mary. Therefore, S2 is independent of S1.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,1,B,1,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,"S1 restricts the items given to Ellen to grapes, but says nothing about what was given to Rob. Therefore, S2 is independent of S1.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-3.1-pro-preview,20260223_171601,,
