example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,1,B,0,Sam only gave ELLEN bananas.,Sam also gave Rob bananas.,... S1 entails that Sam didn't give bananas to anyone other than Ellen. S2 is independent of this.,0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave Rob oranges.,... S1 entails that Sam didn't give grapes to anyone other than Rob. S2 is independent of this.,0.0,0.0,1,POS,2,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,0,B,1,Sam only gave TOM apples.,Sam also gave Bill apples.,... S1 entails that Sam didn't give apples to anyone other than Tom. S2 is independent of this.,0.0,0.0,1,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,0,B,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,... S1 entails that Sam didn't give anything other than apples to Mary. S2 is independent of this.,0.0,0.0,2,POS,2,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,1,B,1,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,... S1 entails that Sam didn't give anything other than oranges to Ellen. S2 is independent of this.,0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,... S1 entails that Sam didn't give anything other than oranges to Rob. S2 is entailed by this.,0.0,0.0,2,NEG,2,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
6,1,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,... S1 entails that Sam didn't give anything other than bananas to Bill. S2 is independent of this.,0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
7,1,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,1,B,1,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,... S1 entails that Sam didn't give anything other than bananas to Rob. S2 is independent of this.,0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,... S1 entails that Sam didn't give anything other than bananas to Bill. S2 is independent of this.,0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,1,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,... S1 entails that Sam didn't give grapes to anyone other than Ellen. S2 is entailed by this.,0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20260105_093603,,3
