example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,"S1 implies that Sue was the only person Sam gave apples to, which is contradicted by S2 stating that Sam also gave Rob apples.",0.0,0.0,1,POS,1,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
1,0,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,1,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,"S1 states that the only thing Sam gave to Bill was apples. This does not provide information about whether Sam gave apples to Mary, making S2 independent.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
2,0,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,"S1 implies that Mary was the only person Sam gave oranges to, which is contradicted by S2 stating that Sam also gave Ellen oranges.",0.0,0.0,1,POS,1,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
3,0,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,"S1 states that the only thing Sam gave to Ellen was apples. This does not provide information about whether Sam gave apples to Tom, making S2 independent.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
4,0,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,"S1 implies that Rob was the only person Sam gave bananas to. This does not restrict what other items Rob might have received, so S2 stating Rob also received oranges is independent.",0.0,0.0,1,POS,2,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,1,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,S1 states that the only thing Sam gave to Bill was bananas. This entails that Sam did not give Bill grapes.,0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,S1 states that the only thing Sam gave to Ellen was oranges. This entails that Sam did not give Ellen grapes.,0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,"S1 states that the only thing Sam gave to Mary was bananas. This does not provide information about whether Sam gave bananas to Ellen, making S2 independent.",0.0,0.0,2,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,B,0,Sam only gave Bill BANANAS.,Sam didn't give Tom bananas.,"S1 states that the only thing Sam gave to Bill was bananas. This does not provide information about whether Sam gave bananas to Tom, making S2 independent.",0.0,0.0,1,NEG,1,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,1,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,S1 states that the only thing Sam gave to Sue was oranges. This entails that Sam did not give Sue grapes.,0.0,0.0,2,NEG,2,f4,audio,gemini,gemini-2.5-flash,20260223_174122,,
