example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave Tom apples.,Sam also gave Tom grapes.,"“only gave Tom apples” means Tom received nothing but apples from Sam, so he couldn’t also have received grapes.",0.0,0.0,2,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave Mary bananas.,Sam didn't give Bill bananas.,"“only gave Mary bananas” means no one else received bananas from Sam, so Bill didn’t get bananas.",0.0,0.0,2,NEG,1,f10,baseline,openai,gpt-5,20251218_171537,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary apples.,Sam also gave Mary bananas.,"“only gave Mary apples” means Mary received nothing but apples from Sam, so not bananas.",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Sue apples.,Sam didn't give Rob apples.,"“only gave Sue apples” means no one else received apples from Sam, so Rob didn’t get apples.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5,20251218_171537,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,0,Sam only gave Bill bananas.,Sam also gave Bill grapes.,"“only gave Bill bananas” means Bill received nothing but bananas from Sam, so not grapes.",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave Rob grapes.,Sam didn't give Rob apples.,"“only gave Rob grapes” means Rob received nothing but grapes from Sam, so not apples.",0.0,0.0,2,NEG,2,f10,baseline,openai,gpt-5,20251218_171537,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave Sue grapes.,Sam also gave Tom grapes.,"“only gave Sue grapes” means no one else received grapes from Sam, so not Tom.",0.0,0.0,1,POS,1,f10,baseline,openai,gpt-5,20251218_171537,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,0,Sam only gave Ellen grapes.,Sam didn't give Rob grapes.,"“only gave Ellen grapes” means no one else received grapes from Sam, so Rob didn’t.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5,20251218_171537,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave Mary grapes.,Sam also gave Mary bananas.,"“only gave Mary grapes” means Mary received nothing but grapes from Sam, so not bananas.",0.0,0.0,1,POS,2,f10,baseline,openai,gpt-5,20251218_171537,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,0,Sam only gave Sue apples.,Sam didn't give Bill apples.,"“only gave Sue apples” means no one else received apples from Sam, so Bill didn’t.",0.0,0.0,1,NEG,1,f10,baseline,openai,gpt-5,20251218_171537,
