example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"S1 states that Sam *only* gave Ellen grapes, which contradicts S2 stating that Sam also gave Ellen oranges.",0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,0,B,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,"S1 is about what Sam gave Ellen, and S2 is about what Sam gave Rob. They are independent.",0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,0,A,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"S1 restricts what Sam gave Mary, and S2 is consistent with that restriction.",0.0,0.0,1,NEG,2,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,0,B,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,"S1 is about what Sam gave Mary, and S2 is about what Sam gave Tom. They are independent.",0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,0,Sam only gave MARY oranges.,Sam didn't give Tom oranges.,"S1 is about what Sam gave Mary, and S2 is about what Sam gave Tom. They are independent.",0.0,0.0,2,NEG,1,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,"S1 states that Sam *only* gave Mary grapes, which contradicts S2 stating that Sam also gave Mary apples.",0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,0,B,1,Sam only gave SUE apples.,Sam also gave Mary apples.,"S1 is about what Sam gave Sue, and S2 is about what Sam gave Mary. They are independent.",0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,"S1 states that Sam *only* gave Bill oranges, which contradicts S2 stating that Sam also gave Bill bananas.",0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1 states that Sam *only* gave Ellen bananas, which contradicts S2 stating that Sam also gave Ellen grapes.",0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,0,Sam only gave TOM bananas.,Sam didn't give Tom oranges.,"S1 restricts what Sam gave Tom, and S2 is consistent with that restriction.",0.0,0.0,2,NEG,2,f5,audio,gemini,gemini-2.0-flash,20251217_164100,
