example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,0,B,0,Sam only gave TOM apples.,Sam also gave Tom grapes.,"... S1 entails that Sam didn't give apples to anyone other than Tom, but it doesn't say anything about whether Sam gave Tom grapes.",0.0,0.0,2,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,0,A,0,Sam only gave MARY bananas.,Sam didn't give Bill bananas.,... S1 entails that Sam didn't give bananas to anyone other than Mary.,0.0,0.0,2,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,"... S1 entails that Sam didn't give apples to anyone other than Mary, but it doesn't say anything about whether Sam gave Mary bananas.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,... S1 entails that Sam didn't give apples to anyone other than Sue.,0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
4,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,1,B,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"... S1 entails that Sam didn't give bananas to anyone other than Bill, but it doesn't say anything about whether Sam gave Bill grapes.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
5,1,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,... S1 entails that Sam didn't give Rob anything other than grapes.,0.0,0.0,2,NEG,2,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"... S1 entails that Sam didn't give grapes to anyone other than Sue, but it doesn't say anything about whether Sam gave Tom grapes.",0.0,0.0,1,POS,1,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,... S1 entails that Sam didn't give grapes to anyone other than Ellen.,0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"... S1 entails that Sam didn't give grapes to anyone other than Mary, but it doesn't say anything about whether Sam gave Mary bananas.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,... S1 entails that Sam didn't give apples to anyone other than Sue.,0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093603,,2
