example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,S1 says the only thing Sam gave Ellen was grapes; giving her oranges contradicts that.,0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_173456,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave ELLEN apples.,Sam also gave Rob apples.,S1 says Ellen is the only person Sam gave apples to; giving apples to Rob contradicts that.,0.0,0.0,1,POS,1,f5,oracle,openai,gpt-5,20251218_173456,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,S1 restricts who got oranges (only Mary) but says nothing about whether Mary got bananas.,0.0,0.0,1,NEG,2,f5,oracle,openai,gpt-5,20251218_173456,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,S1 says only Mary received oranges; giving Tom oranges contradicts that.,0.0,0.0,1,POS,1,f5,oracle,openai,gpt-5,20251218_173456,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,"S1 restricts what Mary received (only oranges), not what Tom received.",0.0,0.0,2,NEG,1,f5,oracle,openai,gpt-5,20251218_173456,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,S1 says the only thing Sam gave Mary was grapes; giving her apples contradicts that.,0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_173456,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Mary apples.,S1 says only Sue received apples; giving apples to Mary contradicts that.,0.0,0.0,1,POS,1,f5,oracle,openai,gpt-5,20251218_173456,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,1,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,S1 says the only thing Sam gave Bill was oranges; giving him bananas contradicts that.,0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_173456,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,1,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,S1 says the only thing Sam gave Ellen was bananas; giving her grapes contradicts that.,0.0,0.0,2,POS,2,f5,oracle,openai,gpt-5,20251218_173456,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,"if Tom only got bananas from Sam, then he did not get oranges.",0.0,0.0,2,NEG,2,f5,oracle,openai,gpt-5,20251218_173456,
