example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,"S1 says Tom received only apples from Sam, so saying he also got grapes contradicts this.",0.0,0.0,2,POS,2,f10,oracle,openai,gpt-5,20251218_173456,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,S1 restricts what Mary received (only bananas) but says nothing about whether Bill got bananas.,0.0,0.0,2,NEG,1,f10,oracle,openai,gpt-5,20251218_173456,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,S1 says only Mary got apples; it doesn’t restrict whether Mary also got bananas.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_173456,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"if only Sue got apples, then Rob did not get apples.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-5,20251218_173456,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,1,B,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,S1 says only Bill got bananas; it doesn’t constrain whether Bill also got grapes.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_173456,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,"if Rob only got grapes, then he didn’t get apples.",0.0,0.0,2,NEG,2,f10,oracle,openai,gpt-5,20251218_173456,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"S1 says Sue was the only person to get grapes, so Tom getting grapes contradicts this.",0.0,0.0,1,POS,1,f10,oracle,openai,gpt-5,20251218_173456,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"if only Ellen got grapes, then Rob didn’t get grapes.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-5,20251218_173456,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,S1 says only Mary got grapes; it doesn’t restrict whether Mary also got bananas.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_173456,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"if only Sue got apples, then Bill didn’t get apples.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-5,20251218_173456,
