example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam ONLY gave Ellen bananas.,Sam also gave Rob bananas.,"if Sam only gave Ellen bananas, he could not have given Rob bananas.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,0,Sam ONLY gave Rob grapes.,Sam also gave Rob oranges.,"if Sam only gave Rob grapes, he could not have given Rob oranges.",0.0,0.0,1,POS,2,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,0,Sam ONLY gave Tom apples.,Sam also gave Bill apples.,"if Sam only gave Tom apples, he could not have given Bill apples.",0.0,0.0,1,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,0,Sam ONLY gave Mary apples.,Sam also gave Mary bananas.,"if Sam only gave Mary apples, he could not have given Mary bananas.",0.0,0.0,2,POS,2,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam ONLY gave Ellen oranges.,Sam also gave Sue oranges.,"if Sam only gave Ellen oranges, he could not have given Sue oranges.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,0,B,0,Sam ONLY gave Rob oranges.,Sam didn't give Rob apples.,"the first statement is about oranges and the second is about apples, so they are independent.",0.0,0.0,2,NEG,2,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,1,B,0,Sam ONLY gave Bill bananas.,Sam didn't give Ellen bananas.,"the first statement is about Bill and the second is about Ellen, so they are independent.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam ONLY gave Rob bananas.,Sam also gave Sue bananas.,"if Sam only gave Rob bananas, he could not have given Sue bananas.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,1,B,0,Sam ONLY gave Bill bananas.,Sam didn't give Mary bananas.,"the first statement is about Bill and the second is about Mary, so they are independent.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,1,B,0,Sam ONLY gave Ellen grapes.,Sam didn't give Rob grapes.,"the first statement is about Ellen and the second is about Rob, so they are independent.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.0-flash,20251217_164100,
