example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"in S1, the focus is on ""BILL,"" meaning Sam didn't give bananas to anyone else. S2 introduces that Sam gave Bill something else (grapes), which contradicts S1’s focus logic.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"in S1, the focus is on ""MARY,"" meaning Sam didn't give apples to anyone else. S2 says Sam gave apples to Ellen, which contradicts that.",0.0,0.0,1,POS,1,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE APPLES.,Sam also gave Tom apples.,"in S1, the focus is on ""APPLES,"" meaning Sue didn’t get anything else besides apples. S2 says that Sam gave apples to Tom as well, which introduces another recipient besides Sue, contradicting the implication.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn’t give Bill oranges.,"in S1, the focus is on ""GRAPES,"" meaning Bill only got grapes and nothing else. S2 states that Bill did not get oranges, which is consistent and entailed by the focus in S1.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn’t give Bill bananas.,"in S1, the focus is on ""APPLES,"" meaning Bill only got apples and no other item. S2 confirms that Bill didn’t get bananas, which is consistent and entailed by S1.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue bananas.,"in S1, the focus is on ""APPLES,"" meaning Sue only got apples and no other item. S2 confirms that Sue didn’t get bananas, which is consistent and entailed by S1.",0.0,0.037037037037037035,1,NEG,2,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave ELLEN oranges.,Sam didn’t give Tom oranges.,"in S1, the focus is on ""ELLEN,"" meaning only Ellen got oranges. S2 says that Tom didn’t get oranges, which doesn’t directly follow from S1 (as S1 didn’t say anything about Tom), so they are independent.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn’t give Mary apples.,"in S1, the focus is on ""TOM,"" meaning only Tom got apples. S2 states that Mary didn’t get apples, which is consistent with the exclusivity implied by S1 and therefore entailed.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
8,1,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"in S1, the focus is on ""TOM,"" meaning only Tom got apples. S2 contradicts this by introducing another recipient of apples: Bill.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
9,1,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE BANANAS.,Sam didn’t give Tom bananas.,"in S1, the focus is on ""BANANAS,"" meaning Sue didn’t get anything other than bananas, and no claim is made about Tom. S2 is consistent with that: confirming that Tom didn’t get bananas is in line with the idea that Sue was the only recipient of bananas.",0.0,0.037037037037037035,2,NEG,1,f7,audio,openai,gpt-audio,20260105_095313,chatcmpl-CubipkF4S7ifcFKFgRd6oXgTNjMtL,4
