example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1’s focus on “ELLEN” and “bananas” suggests exclusivity, meaning Ellen received only bananas and nothing else. S2 contradicts this by stating Ellen received grapes as well.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn’t give Mary oranges.,"S1’s focus on “MARY” and “apples” implies that Mary received only apples and nothing else. S2 aligns with that, saying Mary didn’t get oranges.",0.0,0.03571428571428571,1,NEG,2,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 focuses on “TOM” and “bananas,” meaning Tom received only bananas. S2 contradicts this by stating that Tom also got apples.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn’t give Mary grapes.,S1 emphasizes that Mary only received apples. S2 is consistent by stating that Mary didn’t get grapes.,0.0,0.037037037037037035,1,NEG,2,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave MARY oranges.,Sam didn’t give Mary apples.,S1’s focus on “MARY” and “oranges” excludes other fruits. S2 supports this by indicating Mary didn’t receive apples.,0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"S1 focuses on “ROB” and “apples,” and says nothing about anyone else. S2 introduces a new fact about Mary, which is independent.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"S1 is about Rob and apples only. S2 is a separate fact about Tom, making it independent.",0.0,0.0,1,POS,1,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave ROB oranges.,Sam didn’t give Rob bananas.,S1’s focus on “ROB” and “oranges” excludes any other fruit. S2 agrees by stating Rob didn’t receive bananas.,0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"S1 focuses on Bill and grapes, and S2 brings up a different person, Rob, making it independent.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"S1 focuses on “ROB” and “grapes,” meaning that Rob exclusively received grapes. S2 contradicts this by stating Rob also received bananas.",0.0,0.0,2,POS,2,f9,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnlvX7r6p9AMNauFJW3RCDe9RECSr
