example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"the first sentence mentions only bananas, while the second sentence adds another fruit, making the statements independent.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"if Sam only gave Mary apples, it implies he didn't give her any other fruit, including oranges.",0.0,0.0,1,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"the first sentence says Tom only got bananas, but the second says he also got apples, which contradicts the first.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"if Sam only gave Mary apples, that means he didn't give her any other fruits, including grapes.",0.0,0.0,1,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave MARY oranges.,Sam didn't give Mary apples.,"if Sam only gave Mary oranges, it implies he didn't give her apples or any other fruit.",0.0,0.0,2,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"the first sentence is about what Rob received, while the second sentence is about what Mary received, so they are independent.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"the first sentence is about Rob and apples, while the second sentence introduces a different person (Tom) receiving apples, making these statements independent.",0.0,0.0,1,POS,1,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave ROB oranges.,Sam didn't give Rob bananas.,"if Sam only gave Rob oranges, that means he didn't give him any other fruits, including bananas.",0.0,0.0,2,NEG,2,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"the first sentence talks about what Bill received, while the second sentence talks about Rob, so they are independent.",0.0,0.0,2,POS,1,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"the first sentence states that Rob only received grapes, but the second sentence says that Rob received bananas as well, which contradicts the first.",0.0,0.0,2,POS,2,f9,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFsnBRxO75ncxKnwt7IQoekHLuU
