example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,1,B,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1 focuses on Ellen as the only recipient of bananas, not on bananas as the only thing given to Ellen.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary oranges.,"S1 focuses on Mary as the only recipient of apples, not on apples as the only thing given to Mary.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,1,B,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,"S1 focuses on Tom as the only recipient of bananas, not on bananas as the only thing given to Tom.",0.0,0.0,1,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn't give Mary grapes.,"S1 focuses on Mary as the only recipient of apples, not on apples as the only thing given to Mary.",0.0,0.0,1,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,"S1 focuses on oranges as the only thing given to Mary, not on Mary as the only recipient of oranges.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,1,B,0,Sam only gave ROB apples.,Sam also gave Mary apples.,"S1 focuses on Rob as the only recipient of apples, not on apples as the only thing given to Rob.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,0,B,1,Sam only gave ROB apples.,Sam also gave Tom apples.,"S1 focuses on Rob as the only recipient of apples, not on apples as the only thing given to Rob.",0.0,0.0,1,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,"S1 focuses on oranges as the only thing given to Rob, not on Rob as the only recipient of oranges.",0.0,0.0,2,NEG,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,1,B,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,"S1 focuses on Bill as the only recipient of grapes, not on grapes as the only thing given to Bill.",0.0,0.0,2,POS,1,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,0,B,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,"S1 focuses on Rob as the only recipient of grapes, not on grapes as the only thing given to Rob.",0.0,0.0,2,POS,2,f9,audio,gemini,gemini-2.0-flash,20251217_164212,
