example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave ROB bananas.,Sam didn't give Tom bananas.,"S1 means Rob is the only person who received bananas, which entails that Tom did not receive bananas.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
1,0,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave TOM grapes.,Sam didn't give Tom oranges.,"S1 means Tom is the only person who received grapes, but it does not provide information about whether Tom received oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
2,0,Sam only gave SUE oranges.,Sam also gave Sue apples.,B,1,B,1,Sam only gave SUE oranges.,Sam also gave Sue apples.,"S1 means Sue is the only person who received oranges, but it does not provide information about whether Sue received apples.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
3,0,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,A,1,A,1,Sam only gave SUE bananas.,Sam didn't give Rob bananas.,"S1 means Sue is the only person who received bananas, which entails that Rob did not receive bananas.",0.0,0.0,1,NEG,1,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
4,0,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,A,1,A,1,Sam only gave Tom ORANGES.,Sam didn't give Tom bananas.,"S1 means oranges are the only thing Sam gave Tom, which entails that Tom did not receive bananas.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
5,0,Sam only gave SUE apples.,Sam didn't give Sue oranges.,B,1,B,1,Sam only gave SUE apples.,Sam didn't give Sue oranges.,"S1 means Sue is the only person who received apples, but it does not provide information about whether Sue received oranges.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
6,0,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave Sue GRAPES.,Sam didn't give Sue apples.,"S1 means grapes are the only thing Sam gave Sue, which entails that Sue did not receive apples.",0.0,0.0,2,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
7,0,Sam only gave ELLEN oranges.,Sam also gave Ellen bananas.,B,0,C,0,Sam only gave Ellen ORANGES.,Sam also gave Ellen bananas.,"S1 means oranges are the only thing Sam gave Ellen, which contradicts the statement that he also gave her bananas.",0.0,0.0,1,POS,2,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
8,0,Sam only gave MARY grapes.,Sam didn't give Mary apples.,B,0,A,0,Sam only gave Mary GRAPES.,Sam didn't give Mary apples.,"S1 means grapes are the only thing Sam gave Mary, which entails that Mary did not receive apples.",0.0,0.0,1,NEG,2,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
9,0,Sam only gave BILL oranges.,Sam also gave Mary oranges.,C,1,C,1,Sam only gave BILL oranges.,Sam also gave Mary oranges.,"S1 means Bill is the only person who received oranges, which contradicts the statement that he also gave Mary oranges.",0.0,0.0,1,POS,1,f2,audio,gemini,gemini-3.1-pro-preview,20260223_164017,,
