example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave TOM apples.,Sam also gave Tom grapes.,"S1 says that Tom got only apples, and S2 says Tom also got grapes, which contradicts the focus on exclusivity in S1.",0.0,0.0,2,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,0,Sam only gave MARY bananas.,Sam didn't give Bill bananas.,"S2 talks about Bill and not Mary, so it’s an independent statement unrelated to the exclusive giving to Mary in S1.",0.0,0.0,2,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
2,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,"S1 limits the giving to apples, and S2 introduces bananas for Mary, so the statements are independent.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
3,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"S1 places the focus on Sue getting apples exclusively, and S2 doesn’t conflict with that—it just adds that Rob didn’t get apples, which is compatible.",0.0,0.0,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"S1 says Bill got nothing but bananas, and S2 says he got grapes too, contradicting the exclusivity claimed in S1.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,"if Sam only gave Rob grapes, then Rob didn’t get apples, which is what S2 says. They align, so S2 is entailed by S1.",0.0,0.0,2,NEG,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,B,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"S2 talks about Tom, not Sue. Whether Tom got grapes is independent of Sue’s exclusive receiving of grapes in S1.",0.0,0.0,1,POS,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"S1 talks about Ellen’s exclusive receipt of grapes, while S2 discusses what Rob didn’t get. These are independent.",0.0,0.0,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"S1 says Mary got only grapes, and S2 says she also got bananas, which contradicts the exclusivity stated in S1.",0.0,0.0,1,POS,2,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"S1 says only Sue got apples, implying no one else did, which entails that Bill didn’t get apples as stated in S2.",0.0,0.0,1,NEG,1,f10,audio,openai,gpt-audio,20260105_083400,chatcmpl-CuaVrVtN0eRjvPUF351jgRje83G9t,1
