example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Rob bananas.,"S1 states Sam *only* gave Ellen bananas, implying he gave bananas to no one else. S2 states he *also* gave Rob bananas, which contradicts the exclusivity implied by ""only"" in S1.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,0,Sam only gave Rob GRAPES.,Sam also gave Rob oranges.,"S1 states Sam only gave Rob *grapes*, implying that grapes were the only item he gave to Rob. S2 states he *also* gave Rob oranges, which contradicts the exclusivity of the item given to Rob implied by ""only"" in S1.",0.0,0.0,1,POS,2,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1 states Sam *only* gave Tom apples, implying he gave apples to no one else. S2 states he *also* gave Bill apples, which contradicts the exclusivity implied by ""only"" in S1.",0.0,0.0,1,POS,1,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S1 states Sam only gave Mary *apples*, implying that apples were the only item he gave to Mary. S2 states he *also* gave Mary bananas, which contradicts the exclusivity of the item given to Mary implied by ""only"" in S1.",0.0,0.0,2,POS,2,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave ELLEN oranges.,Sam also gave Sue oranges.,"S1 states Sam *only* gave Ellen oranges, implying he gave oranges to no one else. S2 states he *also* gave Sue oranges, which contradicts the exclusivity implied by ""only"" in S1.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,"S1 states Sam only gave Rob *oranges*, which entails that he did not give Rob any other fruit, including apples.",0.0,0.0,2,NEG,2,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn't give Ellen bananas.,"S1 states Sam *only* gave Bill bananas, which entails that he did not give bananas to anyone else, including Ellen.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave ROB bananas.,Sam also gave Sue bananas.,"S1 states Sam *only* gave Rob bananas, implying he gave bananas to no one else. S2 states he *also* gave Sue bananas, which contradicts the exclusivity implied by ""only"" in S1.",0.0,0.0,2,POS,1,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn't give Mary bananas.,"S1 states Sam *only* gave Bill bananas, which entails that he did not give bananas to anyone else, including Mary.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"S1 states Sam *only* gave Ellen grapes, which entails that he did not give grapes to anyone else, including Rob.",0.0,0.0,2,NEG,1,f8,audio,gemini,gemini-2.5-flash,20260223_174122,,
