example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,S1 says the only thing Sam gave Tom was apples; giving Tom grapes would violate that.,0.0,0.0,2,POS,2,f10,oracle,openai,gpt-5,20251218_174413,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,S1 restricts what Mary received (only bananas) and says nothing about what Bill received.,0.0,0.0,2,NEG,1,f10,oracle,openai,gpt-5,20251218_174413,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,S1 says Mary is the only person who got apples; it doesn’t say whether Mary also got bananas.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_174413,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"S1 says Sue is the only person who got apples, so Rob didn’t get apples.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-5,20251218_174413,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,1,B,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,S1 says Bill is the only person who got bananas; it doesn’t address whether he also got grapes.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_174413,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,1,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,"S1 says the only thing Rob got was grapes, so he didn’t get apples.",0.0,0.0,2,NEG,2,f10,oracle,openai,gpt-5,20251218_174413,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,S1 says only Sue received grapes; giving Tom grapes contradicts this.,0.0,0.0,1,POS,1,f10,oracle,openai,gpt-5,20251218_174413,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"S1 says only Ellen received grapes, so Rob didn’t receive grapes.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-5,20251218_174413,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,S1 says only Mary received grapes; it doesn’t say whether she also received bananas.,0.0,0.0,1,POS,2,f10,oracle,openai,gpt-5,20251218_174413,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"S1 says only Sue received apples, so Bill didn’t receive apples.",0.0,0.0,1,NEG,1,f10,oracle,openai,gpt-5,20251218_174413,
