example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"S1 states that Sam only gave Bill grapes, but S2 states that Sam also gave Sue grapes, which contradicts S1.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"S1 states that Sam only gave Sue oranges, but S2 states that Sam also gave Rob oranges, which contradicts S1.",0.0,0.0,1,POS,1,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"if Sam only gave Sue grapes, then it is entailed that Sam didn't give Ellen grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"S1 is about apples and S2 is about grapes, so they are independent.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,"S1 states that Sam only gave Rob oranges, but S2 states that Sam also gave Rob apples, which contradicts S1.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"if Sam only gave Sue grapes, then it is entailed that Sam didn't give Tom grapes.",0.0,0.0,1,NEG,1,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,"S1 states that Sam only gave Ellen bananas, but S2 states that Sam also gave Mary bananas, which contradicts S1.",0.0,0.0,2,POS,1,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"S1 is about bananas and S2 is about oranges, so they are independent.",0.0,0.0,1,NEG,2,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,"S1 states that Sam only gave Mary bananas, but S2 states that Sam also gave Mary apples, which contradicts S1.",0.0,0.0,2,POS,2,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn't give Rob oranges.,"if Sam only gave Sue oranges, then it is entailed that Sam didn't give Rob oranges.",0.0,0.0,2,NEG,1,f1,audio,gemini,gemini-2.0-flash,20251217_141810,
