example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,1,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S1 states that Sam only gave Mary apples, but S2 states that Sam also gave Mary bananas, which contradicts the exclusivity of apples.",0.16,0.34615384615384615,2,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
1,1,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,"S1 only specifies what Sam gave Sue, and S2 specifies what Sam didn't give Rob. These are independent statements.",0.34615384615384615,0.32142857142857145,2,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY apples.,Sam also gave Mary bananas.,"S1 states that Sam only gave Mary apples, but S2 states that Sam also gave Mary bananas, which contradicts the exclusivity of apples.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,1,Sam only gave SUE apples.,Sam didn't give Rob apples.,"S1 only specifies what Sam gave Sue, and S2 specifies what Sam didn't give Rob. These are independent statements.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,1,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"S1 states that Sam only gave Bill bananas, but S2 states that Sam also gave Bill grapes, which contradicts the exclusivity of bananas.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,0,B,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,"S1 only specifies what Sam gave Rob, and S2 specifies what Sam didn't give Rob. These are independent statements.",0.0,0.0,2,NEG,2,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"S1 states that Sam only gave Sue grapes, but S2 states that Sam also gave Tom grapes, which contradicts the exclusivity of grapes.",0.0,0.0,1,POS,1,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,1,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,"S1 only specifies what Sam gave Ellen, and S2 specifies what Sam didn't give Rob. These are independent statements.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"S1 states that Sam only gave Mary grapes, but S2 states that Sam also gave Mary bananas, which contradicts the exclusivity of grapes.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,0,B,1,Sam only gave SUE apples.,Sam didn't give Bill apples.,"S1 only specifies what Sam gave Sue, and S2 specifies what Sam didn't give Bill. These are independent statements.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20260105_093157,,0
