example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,1,C,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"the focus is on ""BILL."" This means Sam did not give grapes to anyone else besides Bill. If Sam also gave Sue grapes, that contradicts S1.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"the focus is on ""SUE."" This means Sam did not give oranges to anyone else. If he also gave Rob oranges, that contradicts S1.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"the focus is on ""SUE,"" meaning Sam gave grapes only to Sue and no one else. Since S2 says he didn't give Ellen grapes, this is consistent with S1.",0.0,0.0,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,1,B,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"the focus is on ""apples."" This means Sam gave Tom only apples, not any other fruit. S2 is independent because it talks about grapes, not apples.",0.0,0.0,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,"the focus is on ""oranges."" This means Sam only gave Rob oranges and nothing else. If Sam also gave Rob apples, that contradicts S1.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"the focus is on ""SUE."" This means Sam gave grapes only to Sue. The fact that he didn’t give grapes to Tom supports that interpretation.",0.0,0.0,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,"the focus is on ""ELLEN."" This means Sam only gave bananas to Ellen and to no one else. If he also gave them to Mary, that contradicts S1.",0.0,0.0,2,POS,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"the focus is on ""bananas."" This means Sam only gave Rob bananas. The fact that he didn’t give Rob oranges is consistent with that (it supports the idea that he only got bananas).",0.0,0.0,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,"the focus is on ""bananas."" This means Sam gave Mary only bananas and nothing else. If he also gave Mary apples, that contradicts S1.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn't give Rob oranges.,"the focus is on ""SUE."" This means Sam only gave oranges to Sue, so it’s consistent that he didn’t give Rob any oranges either.",0.0,0.0,2,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135341,chatcmpl-CnmGOXMCeeEY3o1uojJBxEIBnYxCx
