example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,A,0,B,1,Sam only gave ELLEN grapes.,Sam didn't give Tom grapes.,"S1 focuses on Ellen, meaning Sam only gave grapes to Ellen, not that Sam only gave grapes to Ellen.",0.0,0.0,1,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
1,0,Sam only gave Ellen APPLES.,Sam didn't give Ellen oranges.,A,0,C,1,Sam only gave Ellen APPLES.,Sam didn't give Ellen apples.,"S1 focuses on apples, meaning Sam only gave apples to Ellen, contradicting S2.",0.0,0.1724137931034483,2,NEG,2,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
2,0,Sam only gave Rob GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave ROB grapes.,Sam also gave Ellen grapes.,"S1 focuses on Rob, meaning Sam only gave grapes to Rob, contradicting S2.",0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
3,0,Sam only gave Rob APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave ROB apples.,Sam also gave Ellen apples.,"S1 focuses on Rob, meaning Sam only gave apples to Rob, contradicting S2.",0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
4,0,Sam only gave Ellen APPLES.,Sam didn't give Bill apples.,B,1,B,0,Sam only gave ELLEN apples.,Sam didn't give Bill apples.,"S1 focuses on Ellen, meaning Sam only gave apples to Ellen, not that Sam only gave apples to Ellen.",0.0,0.0,2,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
5,0,Sam only gave Rob APPLES.,Sam didn't give Sue apples.,B,1,B,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,"S1 focuses on Rob, meaning Sam only gave apples to Rob, not that Sam only gave apples to Rob.",0.0,0.0,2,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
6,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,B,1,B,1,Sam only gave ROB oranges.,Sam also gave Rob apples.,"S1 focuses on oranges, meaning Sam only gave oranges to Rob, not that Sam only gave oranges to Rob.",0.0,0.0,1,POS,2,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
7,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,B,1,B,1,Sam only gave ROB apples.,Sam also gave Rob grapes.,"S1 focuses on apples, meaning Sam only gave apples to Rob, not that Sam only gave apples to Rob.",0.0,0.0,1,POS,2,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
8,0,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,A,0,B,1,Sam only gave ROB bananas.,Sam didn't give Ellen bananas.,"S1 focuses on Rob, meaning Sam only gave bananas to Rob, not that Sam only gave bananas to Rob.",0.0,0.0,1,NEG,1,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
9,0,Sam only gave Mary APPLES.,Sam also gave Ellen apples.,B,0,C,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,"S1 focuses on Mary, meaning Sam only gave apples to Mary, contradicting S2.",0.0,0.0,2,POS,1,f3,audio,gemini,gemini-2.0-flash,20251217_141913,
