example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen GRAPES.,Sam also gave Ellen oranges.,C,1,C,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"S1 entails that Sam didn't give anyone else grapes, but it doesn't exclude the possibility that Sam gave Ellen other things.",0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
1,0,Sam only gave ELLEN apples.,Sam also gave Rob apples.,C,1,C,0,Sam only gave Ellen APPLES.,Sam also gave Rob apples.,"S1 entails that Sam didn't give Ellen anything else, but it doesn't exclude the possibility that Sam gave other people apples.",0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
2,0,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,B,1,B,1,Sam only gave MARY oranges.,Sam didn't give Mary bananas.,"S1 entails that Sam didn't give anyone else oranges, but it doesn't exclude the possibility that Sam gave Mary other things besides oranges.",0.0,0.0,1,NEG,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
3,0,Sam only gave MARY oranges.,Sam also gave Tom oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Tom oranges.,S1 entails that Sam didn't give anyone else oranges.,0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
4,0,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,B,1,B,1,Sam only gave Mary ORANGES.,Sam didn't give Tom oranges.,"S1 entails that Sam didn't give Mary anything else, but it doesn't exclude the possibility that Sam gave other people oranges.",0.0,0.0,2,NEG,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
5,0,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,C,1,C,1,Sam only gave Mary GRAPES.,Sam also gave Mary apples.,S1 entails that Sam didn't give Mary anything else.,0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
6,0,Sam only gave SUE apples.,Sam also gave Mary apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Mary apples.,S1 entails that Sam didn't give anyone else apples.,0.0,0.0,1,POS,1,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
7,0,Sam only gave Bill ORANGES.,Sam also gave Bill bananas.,C,1,C,0,Sam only gave BILL oranges.,Sam also gave Bill bananas.,S1 entails that Sam didn't give Bill anything else.,0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
8,0,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,C,1,C,1,Sam only gave Ellen BANANAS.,Sam also gave Ellen grapes.,S1 entails that Sam didn't give Ellen anything else.,0.0,0.0,2,POS,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
9,0,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave Tom BANANAS.,Sam didn't give Tom oranges.,"S1 entails that Sam didn't give Tom anything else, but it doesn't exclude the possibility that Sam gave Tom oranges.",0.0,0.0,2,NEG,2,f5,audio,gemini,gemini-2.0-flash,20251217_164212,
