example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"by focusing on ""BILL,"" S1 states that Bill was the only recipient of bananas. S2 contradicts this by suggesting another type of fruit, grapes, was also given to Bill, violating the exclusivity in S1.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,1,C,1,Sam only gave MARY apples.,Sam also gave Ellen apples.,"in S1, the focus on ""MARY"" means Mary is the only person who received apples. S2 contradicts that by saying Ellen also received apples, violating the exclusivity.",0.0,0.0,1,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
2,1,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,"with the focus on ""SUE,"" S1 states that Sue was the only person who received apples. S2 contradicts this by stating that Tom also received apples.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
3,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,"by focusing on ""BILL,"" S1 means Bill was the only recipient of grapes. This doesn't conflict with S2, which just clarifies what Bill didn’t receive, so the statements are independent.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn't give Bill bananas.,"with the focus on ""BILL,"" S1 means Bill was the only one who received apples. S2 indicates Bill didn't get bananas, which is consistent with S1, as it just specifies what Bill didn’t receive.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn't give Sue bananas.,"in S1, by focusing on ""SUE,"" it means that Sue was the only one who received apples. S2 just says Sue didn’t get bananas, so there’s no contradiction, and both are consistent.",0.0,0.0,1,NEG,2,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,1,A,1,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,"S1, focusing on ""ELLEN,"" means that Ellen was the only recipient of oranges. S2 supports that by saying Tom didn’t receive any oranges, consistent with the exclusivity stated in S1.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn't give Mary apples.,"with the focus on ""TOM,"" S1 means Tom was the only person who got apples. S2, saying Mary didn’t receive apples, supports this and is consistent with S1's exclusivity.",0.0,0.0,1,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"S1, by focusing on ""TOM,"" says Tom was the only one who received apples. S2 contradicts this by saying Bill also received apples, violating the exclusivity.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn't give Tom bananas.,"with the focus on ""SUE,"" S1 means Sue was the only one who received bananas. S2, stating that Tom didn’t get bananas, is consistent with that exclusivity.",0.0,0.0,2,NEG,1,f7,audio,openai,gpt-4o-audio-preview,20260105_090813,chatcmpl-Cuazd1Cuj7oI7WdE2hyMCYlcHwX61,1
