example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave BILL grapes.,Sam also gave Sue grapes.,C,0,B,1,Sam only gave BILL grapes.,Sam also gave Sue grapes.,"S2 doesn't follow necessarily from S1. S1 emphasizes that Bill was the sole recipient of grapes, but S2 introduces Sue as another recipient, which wasn't mentioned or contradicted by S1.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
1,0,Sam only gave SUE oranges.,Sam also gave Rob oranges.,C,1,C,1,Sam only gave SUE oranges.,Sam also gave Rob oranges.,"S1 emphasizes that Sue was the only recipient of oranges, but S2 states that Rob also received oranges, which directly contradicts S1.",0.0,0.0,1,POS,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
2,0,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Ellen grapes.,"if Sam only gave Sue grapes, it follows that he didn’t give grapes to anyone else, including Ellen.",0.0,0.0,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
3,0,Sam only gave TOM apples.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM apples.,Sam didn't give Tom grapes.,"if Sam only gave Tom apples, it follows that he didn’t give Tom any other fruit, including grapes.",0.0,0.0,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob apples.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob apples.,"S1 emphasizes that Rob was the only recipient of oranges and no other fruit was given to him, but S2 states that Rob also received apples, which contradicts S1.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
5,0,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,A,1,A,1,Sam only gave SUE grapes.,Sam didn't give Tom grapes.,"if Sam only gave Sue grapes, it follows that he didn’t give grapes to Tom or anyone else.",0.0,0.0,1,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
6,0,Sam only gave Ellen BANANAS.,Sam also gave Mary bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave Mary bananas.,"S1 emphasizes that Ellen was the only recipient of bananas, but S2 introduces Mary as another recipient, which contradicts S1.",0.0,0.0,2,POS,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
7,0,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,B,0,A,1,Sam only gave ROB bananas.,Sam didn't give Rob oranges.,"if Sam only gave Rob bananas, it follows that he did not give him oranges or any other fruit.",0.0,0.0,1,NEG,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
8,0,Sam only gave Mary BANANAS.,Sam also gave Mary apples.,C,1,C,0,Sam only gave MARY bananas.,Sam also gave Mary apples.,"S1 emphasizes that Mary was the only recipient of bananas, implying no other fruit was given to her, but S2 states she was also given apples, which contradicts S1.",0.0,0.0,2,POS,2,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
9,0,Sam only gave Sue ORANGES.,Sam didn't give Rob oranges.,B,0,A,0,Sam only gave SUE oranges.,Sam didn't give Rob oranges.,"if Sam only gave Sue oranges, it follows that he didn’t give oranges to Rob or anyone else.",0.0,0.0,2,NEG,1,f1,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmDuPhFiHXZSZ9FtfTdGOE7erItf
