example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,SAM only gave ROB apples.,SAM didn't give SUE apples.,"if Sam only gave Rob apples, that implies Sam didn't give apples to anyone else, including Sue.",0.0,0.0,1,NEG,1,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,0,SAM only gave SUE GRAPES.,SAM also gave SUE oranges.,saying Sam only gave Sue grapes means oranges would contradict this exclusivity—grapes are the only thing mentioned.,0.0,0.0,1,POS,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,0,SAM only gave SUE GRAPES.,SAM didn't give SUE bananas.,"if Sam only gave Sue grapes, it implies no other fruits, including bananas.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,SAM only gave MARY GRAPES.,SAM also gave ELLEN grapes.,"if Sam only gave Mary grapes, giving the same to Ellen contradicts this exclusivity.",0.0,0.0,2,POS,1,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,SAM only gave ROB ORANGES.,SAM also gave ROB bananas.,"if Sam only gave Rob oranges, giving Rob bananas contradicts that exclusivity.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,SAM only gave SUE BANANAS.,SAM didn't give SUE grapes.,"if Sam only gave Sue bananas, that excludes other fruits like grapes.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,SAM only gave TOM GRAPES.,SAM didn't give TOM apples.,"if Sam only gave Tom grapes, apples are excluded, so it's entailed that Tom didn't get apples.",0.0,0.0,2,NEG,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,0,SAM only gave TOM BANANAS.,SAM didn't give TOM grapes.,"if Sam only gave Tom bananas, any other fruit such as grapes is excluded.",0.0,0.0,1,NEG,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,SAM only gave ROB APPLES.,SAM also gave ROB grapes.,"if Sam only gave Rob apples, giving him grapes contradicts that exclusivity.",0.0,0.0,2,POS,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,0,SAM only gave ELLEN GRAPES.,SAM also gave ELLEN oranges.,"if Sam only gave Ellen grapes, giving her oranges contradicts the exclusivity.",0.0,0.0,1,POS,2,f6,audio,openai,gpt-audio,20251217_132922,chatcmpl-CnluoUfv9hbjVitxn1eojvrSxG1hJ
