example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,1,Sam ONLY gave Tom APPLES.,Sam also gave Tom grapes.,"S1 states that Sam *only* gave Tom apples, which contradicts S2 stating that Sam also gave Tom grapes.",0.0,0.0,2,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,1,B,1,Sam ONLY gave Mary BANANAS.,Sam didn't give Bill bananas.,"S1 is about what Sam gave Mary, and S2 is about what Sam didn't give Bill. They are independent.",0.0,0.0,2,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,0,C,0,Sam ONLY gave Mary APPLES.,Sam also gave Mary bananas.,"S1 states that Sam *only* gave Mary apples, which contradicts S2 stating that Sam also gave Mary bananas.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,B,0,Sam ONLY gave Sue APPLES.,Sam didn't give Rob apples.,"S1 is about what Sam gave Sue, and S2 is about what Sam didn't give Rob. They are independent.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,C,0,Sam ONLY gave Bill BANANAS.,Sam also gave Bill grapes.,"S1 states that Sam *only* gave Bill bananas, which contradicts S2 stating that Sam also gave Bill grapes.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,0,B,1,Sam ONLY gave Rob GRAPES.,Sam didn't give Rob apples.,"S1 is about what Sam gave Rob, and S2 is about what Sam didn't give Rob. They are independent.",0.0,0.0,2,NEG,2,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,0,Sam ONLY gave Sue GRAPES.,Sam also gave Tom grapes.,"S1 states that Sam *only* gave Sue grapes, which contradicts S2 stating that Sam also gave Tom grapes.",0.0,0.0,1,POS,1,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,B,0,Sam ONLY gave Ellen GRAPES.,Sam didn't give Rob grapes.,"S1 is about what Sam gave Ellen, and S2 is about what Sam didn't give Rob. They are independent.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,C,0,Sam ONLY gave Mary GRAPES.,Sam also gave Mary bananas.,"S1 states that Sam *only* gave Mary grapes, which contradicts S2 stating that Sam also gave Mary bananas.",0.0,0.0,1,POS,2,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,0,B,0,Sam ONLY gave Sue APPLES.,Sam didn't give Bill apples.,"S1 is about what Sam gave Sue, and S2 is about what Sam didn't give Bill. They are independent.",0.0,0.0,1,NEG,1,f10,audio,gemini,gemini-2.0-flash,20251217_164100,
