example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam only gave ELLEN bananas.,Sam also gave ROB bananas.,"S1 specifies that only Ellen received bananas, but S2 says Rob also received bananas, which contradicts the exclusivity in S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB grapes.,Sam also gave ROB oranges.,"S1 talks about grapes, but S2 brings up oranges, which is unrelated to the exclusivity of grapes.",0.0,0.0,1,POS,2,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam only gave TOM apples.,Sam also gave BILL apples.,"S1 specifies Tom exclusively received apples, but S2 says Bill also received apples, contradicting the exclusivity in S1.",0.0,0.0,1,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,0,B,0,Sam only gave MARY apples.,Sam also gave MARY bananas.,"S1 focuses on apples, but S2 introduces bananas, which is independent of the exclusivity statement about apples.",0.0,0.0,2,POS,2,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam only gave ELLEN oranges.,Sam also gave SUE oranges.,"S1 specifies that Ellen exclusively received oranges, but S2 says Sue also received oranges, contradicting S1’s claim.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam only gave ROB oranges.,Sam didn’t give ROB apples.,"if Sam only gave Rob oranges, then he didn’t give Rob apples, so S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give ELLEN bananas.,"if Sam only gave Bill bananas, then it’s implied he didn’t give Ellen any bananas, so S2 is entailed by S1.",0.0,0.034482758620689655,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam only gave ROB bananas.,Sam also gave SUE bananas.,"S1 specifies that Rob exclusively received bananas, but S2 says Sue also received bananas, contradicting the exclusivity in S1.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam only gave BILL bananas.,Sam didn’t give MARY bananas.,"if Bill was the only one to receive bananas, Mary did not receive bananas, so S2 is entailed by S1.",0.0,0.03571428571428571,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam only gave ELLEN grapes.,Sam didn’t give ROB grapes.,"if Ellen was the only one to receive grapes, then Rob did not receive grapes, so S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,1,f8,audio,openai,gpt-4o-audio-preview,20251217_135107,chatcmpl-CnmFepkCfWttJoo2d6TYhzFiajnOK
