example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave ROB apples.,Sam didn't give Sue apples.,A,1,A,1,Sam only gave ROB apples.,Sam didn't give Sue apples.,"Sam only gave apples to Rob, so he could not have given apples to Sue.",0.0,0.0,1,NEG,1,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
1,0,Sam only gave SUE grapes.,Sam also gave Sue oranges.,B,0,C,1,Sam only gave SUE grapes.,Sam also gave Sue oranges.,"Sam only gave grapes to Sue, so he could not have given oranges to Sue.",0.0,0.0,1,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
2,0,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE grapes.,Sam didn't give Sue bananas.,"Sam only gave grapes to Sue, so he could not have given bananas to Sue.",0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
3,0,Sam only gave Mary GRAPES.,Sam also gave Ellen grapes.,B,0,C,0,Sam only gave MARY grapes.,Sam also gave Ellen grapes.,"Sam only gave grapes to Mary, so he could not have given grapes to Ellen.",0.0,0.0,2,POS,1,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
4,0,Sam only gave Rob ORANGES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB oranges.,Sam also gave Rob bananas.,"Sam only gave oranges to Rob, so he could not have given bananas to Rob.",0.0,0.0,2,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
5,0,Sam only gave Sue BANANAS.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE bananas.,Sam didn't give Sue grapes.,"Sam only gave bananas to Sue, so he could not have given grapes to Sue.",0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
6,0,Sam only gave Tom GRAPES.,Sam didn't give Tom apples.,A,1,A,0,Sam only gave TOM grapes.,Sam didn't give Tom apples.,"Sam only gave grapes to Tom, so he could not have given apples to Tom.",0.0,0.0,2,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
7,0,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,B,0,A,1,Sam only gave TOM bananas.,Sam didn't give Tom grapes.,"Sam only gave bananas to Tom, so he could not have given grapes to Tom.",0.0,0.0,1,NEG,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
8,0,Sam only gave Rob APPLES.,Sam also gave Rob grapes.,C,1,C,0,Sam only gave ROB apples.,Sam also gave Rob grapes.,"Sam only gave apples to Rob, so he could not have given grapes to Rob.",0.0,0.0,2,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
9,0,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,B,0,C,1,Sam only gave ELLEN grapes.,Sam also gave Ellen oranges.,"Sam only gave grapes to Ellen, so he could not have given oranges to Ellen.",0.0,0.0,1,POS,2,f6,audio,gemini,gemini-2.0-flash,20251217_141913,
