example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold
0,1,Sam only gave SUE apples.,Sam also gave Rob apples.,C,1,C,1,Sam only gave SUE apples.,Sam also gave Rob apples.,"the focus in S1 is on ""SUE"", which means Sam did not give apples to anyone else. But S2 says Sam gave apples to Rob, which contradicts this. Therefore, the sentences contradict.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
1,1,Sam only gave Bill APPLES.,Sam didn't give Mary apples.,B,1,B,1,Sam only gave Bill APPLES.,Sam didn’t give Mary apples.,"the focus in S1 is on ""APPLES"", which means Bill didn’t get anything other than apples. This does not say anything about Mary or anyone else getting apples. S2 talks about Mary not getting apples, which is independent of what S1 says. Therefore, the sentences are independent.",0.0,0.037037037037037035,2,NEG,1,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
2,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,C,1,C,1,Sam only gave MARY oranges.,Sam also gave Ellen oranges.,"the focus in S1 is on ""MARY"", meaning Sam did not give oranges to anyone else. But S2 says Sam gave oranges to Ellen, which contradicts S1’s meaning. Therefore, the sentences contradict.",0.0,0.0,1,POS,1,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
3,1,Sam only gave Ellen APPLES.,Sam didn't give Tom apples.,B,1,B,1,Sam only gave Ellen APPLES.,Sam didn’t give Tom apples.,"the focus in S1 is on ""APPLES"", which means that Ellen didn’t get anything besides apples. It says nothing about other people receiving or not receiving apples. S2 talks about Tom not getting apples, which is independent of S1. Therefore, the sentences are independent.",0.0,0.038461538461538464,2,NEG,1,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
4,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,B,1,B,1,Sam only gave ROB bananas.,Sam also gave Rob oranges.,"the focus in S1 is on ""ROB"", meaning Rob didn’t receive anything other than bananas. S2 states that Rob also received oranges, which contradicts the idea that Rob only received bananas. Therefore, the sentences are independent (B) because this second sentence changes what Rob received, relating to the object rather than the recipient. It doesn’t contradict the person focus.",0.0,0.0,1,POS,2,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
5,0,Sam only gave Bill BANANAS.,Sam didn't give Bill grapes.,A,1,A,0,Sam only gave BILL bananas.,Sam didn’t give Bill grapes.,"the focus in S1 is on ""BILL"", meaning Sam didn’t give bananas to anyone else. This doesn’t exclude the possibility of giving Bill something else—only bananas are mentioned. S2 says Bill didn’t get grapes, which is consistent with S1’s claim. There’s nothing in S1 that says Bill received grapes. Therefore, S2 is entailed by S1.",0.0,0.037037037037037035,2,NEG,2,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
6,0,Sam only gave Ellen ORANGES.,Sam didn't give Ellen grapes.,A,1,A,0,Sam only gave ELLEN oranges.,Sam didn’t give Ellen grapes.,"the focus in S1 is on ""ELLEN"", meaning Ellen did not get anything else other than oranges. S2 states that Sam didn’t give Ellen grapes, which fits the idea that Ellen got no fruits other than oranges. Therefore, S2 is entailed by S1.",0.0,0.03571428571428571,2,NEG,2,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
7,0,Sam only gave Mary BANANAS.,Sam didn't give Ellen bananas.,B,1,B,0,Sam only gave MARY BANANAS.,Sam didn’t give Ellen bananas.,"the focus in S1 is on ""BANANAS"", meaning Mary didn’t get any fruit other than bananas. This has nothing to do with whether anyone else got bananas or not. S2 talks about Ellen not getting bananas, which is independent of S1’s claim. Therefore, the sentences are independent.",0.0,0.034482758620689655,2,NEG,1,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
8,0,Sam only gave BILL bananas.,Sam didn't give Tom bananas.,A,0,B,1,Sam only gave BILL bananas.,Sam didn’t give Tom bananas.,"the focus in S1 is on ""BILL"", meaning Bill didn’t get anything other than bananas. It doesn’t say anything about other people, such as Tom, and what they received. S2 talks about Tom not getting bananas, which is independent of S1’s focus. Therefore, the sentences are independent.",0.0,0.037037037037037035,1,NEG,1,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue grapes.,A,1,A,0,Sam only gave SUE ORANGES.,Sam didn’t give Sue grapes.,"the focus in S1 is on ""ORANGES"", meaning Sue didn’t get anything other than oranges. S2 says that Sue didn’t get grapes, which fits perfectly with the idea that Sue only got oranges and no other fruit. Therefore, S2 is entailed by S1.",0.0,0.038461538461538464,2,NEG,2,f4,audio,openai,gpt-audio,20260105_101608,chatcmpl-Cubx3XYXhN6FNTKBivXaeVcnL6zd3,0
